City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,"Landfill Location (Lat, Long)",Landfill Capacity (Tons),Year,Landfill_Lat,Landfill_Long,Waste_Per_Capita,Cost_Efficiency,Efficiency_x_Campaigns,Population_x_Waste,City/District_TargetMean,City/District_TargetStd,City/District_Count,City/District_SmoothedTarget,Waste Type_TargetMean,Waste Type_TargetStd,Waste Type_Count,Waste Type_SmoothedTarget,Disposal Method_TargetMean,Disposal Method_TargetStd,Disposal Method_Count,Disposal Method_SmoothedTarget,City_Recycling_Mean,City_Recycling_Std,City_Efficiency_Mean,WasteType_Recycling_Mean,WasteType_Recycling_Std,Log_Waste Generated (Tons/Day),Log_Population Density (People/km²),Log_Cost of Waste Management (₹/Ton),Efficiency_Squared,Campaigns_Squared,City_Waste_Interaction,WasteType_Efficiency_Interaction
Mumbai,Hazardous,7077.0,70.0,11191.0,9.0,Incineration,2850.0,5.0,Mumbai Landfill,"22.4265, 77.4931",45575.0,2023.0,22.4265,77.4931,0.6323266619013581,285.0,45.0,79198707.0,56.84,15.62231310231192,25.0,56.90756302521008,57.11176470588235,16.938258307763583,170.0,57.10980392156863,57.80275229357798,15.769731017145002,218.0,57.77089783281734,56.84,15.62231310231192,7.96,57.11176470588235,16.938258307763583,8.864746660905409,9.322954516345318,7.955425088912672,81.0,25.0,402256.68000000005,514.0058823529412
Delhi,Plastic,1061.0,59.0,14376.0,5.0,Landfill,4240.0,1.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2019.0,30.2591,91.9376,0.07379842804479377,706.6666666666666,5.0,15252936.0,59.8,19.272173376831855,25.0,59.0218487394958,58.141176470588235,15.729332596558914,170.0,58.08202614379085,58.75238095238095,16.178892831442766,210.0,58.67620320855615,59.8,19.272173376831855,7.12,58.141176470588235,15.729332596558914,6.967909201801884,9.573384986422592,8.352554369474591,25.0,1.0,63447.799999999996,290.70588235294116
Delhi,Organic,2224.0,84.0,14376.0,10.0,Landfill,3219.0,4.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2019.0,30.2591,91.9376,0.15469152117966195,292.6363636363636,40.0,31972224.0,59.8,19.272173376831855,25.0,59.0218487394958,56.95294117647059,15.522006429775335,170.0,56.95980392156863,58.75238095238095,16.178892831442766,210.0,58.67620320855615,59.8,19.272173376831855,7.12,56.95294117647059,15.522006429775335,7.707512194600341,9.573384986422592,8.077136638538454,100.0,16.0,132995.19999999998,569.5294117647059
Delhi,E-Waste,2395.0,43.0,14376.0,5.0,Composting,2005.0,1.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2019.0,30.2591,91.9376,0.16658551853655143,334.1666666666667,5.0,34430520.0,59.8,19.272173376831855,25.0,59.0218487394958,57.04705882352941,16.415035597438056,170.0,57.04869281045752,55.76555023923445,16.763558227039926,209.0,55.82540961590116,59.8,19.272173376831855,7.12,57.04705882352941,16.415035597438056,7.78155595923534,9.573384986422592,7.603897968521881,25.0,1.0,143221.0,285.2352941176471
Delhi,Construction,1887.0,80.0,14376.0,7.0,Incineration,4307.0,4.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2019.0,30.2591,91.9376,0.13125130416637684,538.375,28.0,27127512.0,59.8,19.272173376831855,25.0,59.0218487394958,56.129411764705885,16.133164955651175,170.0,56.18202614379085,57.80275229357798,15.769731017145002,218.0,57.77089783281734,59.8,19.272173376831855,7.12,56.129411764705885,16.133164955651175,7.543273346705446,9.573384986422592,8.36822903827628,49.0,16.0,112842.59999999999,392.9058823529412
Delhi,Hazardous,4158.0,48.0,14376.0,5.0,Composting,4183.0,6.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2019.0,30.2591,91.9376,0.28921193573068094,697.1666666666666,30.0,59775408.0,59.8,19.272173376831855,25.0,59.0218487394958,57.11176470588235,16.938258307763583,170.0,57.10980392156863,55.76555023923445,16.763558227039926,209.0,55.82540961590116,59.8,19.272173376831855,7.12,57.11176470588235,16.938258307763583,8.33302993974291,9.573384986422592,8.339023005744759,25.0,36.0,248648.4,285.55882352941177
Delhi,Plastic,763.0,75.0,14376.0,5.0,Recycling,1337.0,20.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2020.0,30.2591,91.9376,0.053070877095360645,222.83333333333334,100.0,10968888.0,59.8,19.272173376831855,25.0,59.0218487394958,58.141176470588235,15.729332596558914,170.0,58.08202614379085,55.967136150234744,15.727750074948899,213.0,56.016882089158536,59.8,19.272173376831855,7.12,58.141176470588235,15.729332596558914,6.638567789166521,9.573384986422592,7.198931240688173,25.0,400.0,45627.4,290.70588235294116
Delhi,Organic,7143.0,69.0,14376.0,9.0,Landfill,682.0,16.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2020.0,30.2591,91.9376,0.496835222925506,68.2,144.0,102687768.0,59.8,19.272173376831855,25.0,59.0218487394958,56.95294117647059,15.522006429775335,170.0,56.95980392156863,58.75238095238095,16.178892831442766,210.0,58.67620320855615,59.8,19.272173376831855,7.12,56.95294117647059,15.522006429775335,8.874028122556336,9.573384986422592,6.52649485957079,81.0,256.0,427151.39999999997,512.5764705882353
Delhi,E-Waste,7516.0,84.0,14376.0,5.0,Composting,620.0,18.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2020.0,30.2591,91.9376,0.5227794393823468,103.33333333333333,90.0,108050016.0,59.8,19.272173376831855,25.0,59.0218487394958,57.04705882352941,16.415035597438056,170.0,57.04869281045752,55.76555023923445,16.763558227039926,209.0,55.82540961590116,59.8,19.272173376831855,7.12,57.04705882352941,16.415035597438056,8.924922401177469,9.573384986422592,6.431331081933479,25.0,324.0,449456.8,285.2352941176471
Delhi,Construction,3125.0,77.0,14376.0,8.0,Recycling,4345.0,5.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2020.0,30.2591,91.9376,0.21736106280865272,482.77777777777777,40.0,44925000.0,59.8,19.272173376831855,25.0,59.0218487394958,56.129411764705885,16.133164955651175,170.0,56.18202614379085,55.967136150234744,15.727750074948899,213.0,56.016882089158536,59.8,19.272173376831855,7.12,56.129411764705885,16.133164955651175,8.047509510981422,9.573384986422592,8.377011160816375,64.0,25.0,186875.0,449.0352941176471
Delhi,Hazardous,6574.0,84.0,14376.0,8.0,Incineration,913.0,20.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2020.0,30.2591,91.9376,0.45725812060930654,101.44444444444444,160.0,94507824.0,59.8,19.272173376831855,25.0,59.0218487394958,57.11176470588235,16.938258307763583,170.0,57.10980392156863,57.80275229357798,15.769731017145002,218.0,57.77089783281734,59.8,19.272173376831855,7.12,57.11176470588235,16.938258307763583,8.791029857045965,9.573384986422592,6.81783057145415,64.0,400.0,393125.19999999995,456.8941176470588
Delhi,Plastic,3407.0,82.0,14376.0,10.0,Composting,2802.0,4.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2021.0,30.2591,91.9376,0.23697572511650553,254.72727272727272,40.0,48979032.0,59.8,19.272173376831855,25.0,59.0218487394958,58.141176470588235,15.729332596558914,170.0,58.08202614379085,55.76555023923445,16.763558227039926,209.0,55.82540961590116,59.8,19.272173376831855,7.12,58.141176470588235,15.729332596558914,8.133880887949207,9.573384986422592,7.938445551164788,100.0,16.0,203738.59999999998,581.4117647058823
Delhi,Organic,9617.0,36.0,14376.0,6.0,Recycling,2676.0,5.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2021.0,30.2591,91.9376,0.6689156291298602,382.2857142857143,30.0,138253992.0,59.8,19.272173376831855,25.0,59.0218487394958,56.95294117647059,15.522006429775335,170.0,56.95980392156863,55.967136150234744,15.727750074948899,213.0,56.016882089158536,59.8,19.272173376831855,7.12,56.95294117647059,15.522006429775335,9.171391621837609,9.573384986422592,7.892452043520352,36.0,25.0,575096.6,341.71764705882356
Delhi,E-Waste,1426.0,38.0,14376.0,5.0,Composting,1674.0,2.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2021.0,30.2591,91.9376,0.09918620018084441,279.0,10.0,20500176.0,59.8,19.272173376831855,25.0,59.0218487394958,57.04705882352941,16.415035597438056,170.0,57.04869281045752,55.76555023923445,16.763558227039926,209.0,55.82540961590116,59.8,19.272173376831855,7.12,57.04705882352941,16.415035597438056,7.2633296174768365,9.573384986422592,7.423568444259167,25.0,4.0,85274.8,285.2352941176471
Delhi,Construction,8566.0,34.0,14376.0,8.0,Landfill,2594.0,19.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2021.0,30.2591,91.9376,0.5958127564860541,288.22222222222223,152.0,123144816.0,59.8,19.272173376831855,25.0,59.0218487394958,56.129411764705885,16.133164955651175,170.0,56.18202614379085,58.75238095238095,16.178892831442766,210.0,58.67620320855615,59.8,19.272173376831855,7.12,56.129411764705885,16.133164955651175,9.055672891964043,9.573384986422592,7.861341795599989,64.0,361.0,512246.8,449.0352941176471
Delhi,Hazardous,2873.0,76.0,14376.0,8.0,Incineration,1904.0,16.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2021.0,30.2591,91.9376,0.19983306670376297,211.55555555555554,128.0,41302248.0,59.8,19.272173376831855,25.0,59.0218487394958,57.11176470588235,16.938258307763583,170.0,57.10980392156863,57.80275229357798,15.769731017145002,218.0,57.77089783281734,59.8,19.272173376831855,7.12,57.11176470588235,16.938258307763583,7.96346006663897,9.573384986422592,7.552237287560802,64.0,256.0,171805.4,456.8941176470588
Delhi,Plastic,6770.0,66.0,14376.0,10.0,Landfill,3496.0,2.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2022.0,30.2591,91.9376,0.4708910064686652,317.8181818181818,20.0,97325520.0,59.8,19.272173376831855,25.0,59.0218487394958,58.141176470588235,15.729332596558914,170.0,58.08202614379085,58.75238095238095,16.178892831442766,210.0,58.67620320855615,59.8,19.272173376831855,7.12,58.141176470588235,15.729332596558914,8.820404065485645,9.573384986422592,8.159660737063376,100.0,4.0,404846.0,581.4117647058823
Delhi,Organic,8105.0,40.0,14376.0,8.0,Recycling,3175.0,12.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2022.0,30.2591,91.9376,0.5637476525005216,352.77777777777777,96.0,116517480.0,59.8,19.272173376831855,25.0,59.0218487394958,56.95294117647059,15.522006429775335,170.0,56.95980392156863,55.967136150234744,15.727750074948899,213.0,56.016882089158536,59.8,19.272173376831855,7.12,56.95294117647059,15.522006429775335,9.000359807188254,9.573384986422592,8.063377822367027,64.0,144.0,484679.0,455.6235294117647
Delhi,E-Waste,6564.0,72.0,14376.0,7.0,Recycling,4437.0,13.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2022.0,30.2591,91.9376,0.45656256520831884,554.625,91.0,94364064.0,59.8,19.272173376831855,25.0,59.0218487394958,57.04705882352941,16.415035597438056,170.0,57.04869281045752,55.967136150234744,15.727750074948899,213.0,56.016882089158536,59.8,19.272173376831855,7.12,57.04705882352941,16.415035597438056,8.789507786736896,9.573384986422592,8.39795910349254,49.0,169.0,392527.19999999995,399.32941176470587
Delhi,Construction,7226.0,48.0,14376.0,8.0,Incineration,2360.0,11.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2022.0,30.2591,91.9376,0.5026083327537039,262.22222222222223,88.0,103880976.0,59.8,19.272173376831855,25.0,59.0218487394958,56.129411764705885,16.133164955651175,170.0,56.18202614379085,57.80275229357798,15.769731017145002,218.0,57.77089783281734,59.8,19.272173376831855,7.12,56.129411764705885,16.133164955651175,8.885579291282982,9.573384986422592,7.766840537085513,64.0,121.0,432114.8,449.0352941176471
Delhi,Hazardous,3464.0,32.0,14376.0,6.0,Incineration,2523.0,1.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2022.0,30.2591,91.9376,0.24094039090213534,360.42857142857144,6.0,49798464.0,59.8,19.272173376831855,25.0,59.0218487394958,57.11176470588235,16.938258307763583,170.0,57.10980392156863,57.80275229357798,15.769731017145002,218.0,57.77089783281734,59.8,19.272173376831855,7.12,57.11176470588235,16.938258307763583,8.150467911624004,9.573384986422592,7.8336002236611035,36.0,1.0,207147.19999999998,342.6705882352941
Delhi,Plastic,2397.0,67.0,14376.0,9.0,Landfill,3644.0,0.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2023.0,30.2591,91.9376,0.16672462961674897,364.4,0.0,34459272.0,59.8,19.272173376831855,25.0,59.0218487394958,58.141176470588235,15.729332596558914,170.0,58.08202614379085,58.75238095238095,16.178892831442766,210.0,58.67620320855615,59.8,19.272173376831855,7.12,58.141176470588235,15.729332596558914,7.7823903355874595,9.573384986422592,8.201111644442758,81.0,0.0,143340.6,523.2705882352941
Delhi,Organic,9092.0,71.0,14376.0,6.0,Landfill,2194.0,14.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2023.0,30.2591,91.9376,0.6323989705780065,313.42857142857144,84.0,130706592.0,59.8,19.272173376831855,25.0,59.0218487394958,56.95294117647059,15.522006429775335,170.0,56.95980392156863,58.75238095238095,16.178892831442766,210.0,58.67620320855615,59.8,19.272173376831855,7.12,56.95294117647059,15.522006429775335,9.115260165725912,9.573384986422592,7.693937325509272,36.0,196.0,543701.6,341.71764705882356
Delhi,E-Waste,7257.0,32.0,14376.0,5.0,Incineration,3259.0,5.0,Delhi Landfill,"30.2591, 91.9376",74509.0,2023.0,30.2591,91.9376,0.5047645544967657,543.1666666666666,25.0,104326632.0,59.8,19.272173376831855,25.0,59.0218487394958,57.04705882352941,16.415035597438056,170.0,57.04869281045752,57.80275229357798,15.769731017145002,218.0,57.77089783281734,59.8,19.272173376831855,7.12,57.04705882352941,16.415035597438056,8.889859587773016,9.573384986422592,8.089482474360754,25.0,25.0,433968.6,285.2352941176471
